"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig","log10_p"
"Kndc1",0.460392743048229,0.497042799039848,0.397,0.418,1,"Not significant",0
"Rgs7bp",0.460443127944029,0.139894392391669,0.282,0.336,1,"Not significant",0
"Frg1",0.460795335814106,-0.159956726085679,0.173,0.2,1,"Not significant",0
"Scaper",0.461064016729936,0.281148244745028,0.551,0.65,1,"Not significant",0
"Smarca5",0.461113841512249,0.078086550857293,0.179,0.215,1,"Not significant",0
"Iffo1",0.461197590893938,0.0181138389112334,0.096,0.119,1,"Not significant",0
"Csdc2",0.462216167572275,0.46767521352447,0.179,0.16,1,"Not significant",0
"Ripor1",0.462837013580042,-0.0532707943255319,0.122,0.147,1,"Not significant",0
"Nfic",0.462902417438682,-0.00791966329623817,0.186,0.215,1,"Not significant",0
"Rbbp6",0.463726843636782,0.34426224183325,0.41,0.426,1,"Not significant",0
"Psma5",0.46403907679466,-0.239683918556413,0.09,0.11,1,"Not significant",0
"Rhbdl1",0.465449431416092,0.078086550857293,0.186,0.22,1,"Not significant",0
"Gmppa",0.465487522361898,0.556782687358455,0.115,0.097,1,"Not significant",0
"Dop1b",0.467242778550145,0.00780206617955193,0.365,0.433,1,"Not significant",0
"Ctsf",0.469354248094525,0.600351702295854,0.109,0.092,1,"Not significant",0
"Nop58",0.470199875781872,-0.096511644719786,0.173,0.202,1,"Not significant",0
"Cacna2d2",0.472193405849493,0.313963041698535,0.532,0.578,1,"Not significant",0
"Stx4a",0.473406638746299,0.324717259682426,0.109,0.09,1,"Not significant",0
"Bclaf3",0.473479158038097,-0.0811187792786487,0.109,0.132,1,"Not significant",0
"Syt7",0.474073678278516,0.0128961296402144,0.301,0.35,1,"Not significant",0
"Gak",0.474271779693496,0.169994664883784,0.295,0.349,1,"Not significant",0
"Gpr162",0.477775337144232,0.199427715701288,0.192,0.231,1,"Not significant",0
"Pfkl",0.478237160293713,-0.19528979919796,0.16,0.185,1,"Not significant",0
"Sin3a",0.479321073798938,-0.19528979919796,0.083,0.103,1,"Not significant",0
"Fam57b",0.480187232050411,-0.214148826449276,0.109,0.13,1,"Not significant",0
"Pank4",0.480611316906423,0.0457183003058352,0.122,0.149,1,"Not significant",0
"Sbno1",0.480870690692981,0.224249092315825,0.417,0.428,1,"Not significant",0
"Hectd4",0.481816671994464,0.231760217782864,0.59,0.672,1,"Not significant",0
"Scly",0.481943265652498,-0.147461274107345,0.122,0.145,1,"Not significant",0
"Homer1",0.482891214864502,0.719821303215527,0.128,0.112,1,"Not significant",0
"Ppp1r7",0.483122351255891,0.129549891109306,0.135,0.163,1,"Not significant",0
"Elp1",0.484037807341274,0.149845686850728,0.205,0.248,1,"Not significant",0
"Tpr",0.484088725459254,0.330366872760815,0.436,0.472,1,"Not significant",0
"Hadha",0.48461138176757,-0.0134514762121469,0.096,0.117,1,"Not significant",0
"Eif3j1",0.485675407883767,0.0472805040761184,0.096,0.119,1,"Not significant",0
"Enox2",0.487189945252464,-0.230913708928681,0.135,0.156,1,"Not significant",0
"Ncor2",0.487462426051393,0.482782105914678,0.41,0.439,1,"Not significant",0
"Rnf112",0.488763479566682,0.0518030627668128,0.321,0.371,1,"Not significant",0
"Arfgap1",0.489239296259068,0.11081332852772,0.212,0.257,1,"Not significant",0
"Mbd6",0.489658038494011,-0.0119825858349001,0.212,0.244,1,"Not significant",0
"Trmt2a",0.489826201602434,-0.126027136760846,0.083,0.103,1,"Not significant",0
"Tsr3",0.491959365706653,0.246714747681153,0.103,0.084,1,"Not significant",0
"Os9",0.492053167473924,0.152633504222347,0.237,0.281,1,"Not significant",0
"Golga2",0.493010761846016,0.146218664658919,0.218,0.253,1,"Not significant",0
"Cic",0.493676111889443,0.312857104472366,0.167,0.147,1,"Not significant",0
"Usp53",0.494897023180178,-0.133889254533817,0.096,0.116,1,"Not significant",0
"Wdr70",0.494900962525677,0.104270482660948,0.212,0.246,1,"Not significant",0
"Esrra",0.495842760214915,-0.237109974892586,0.09,0.108,1,"Not significant",0
"Top1",0.496201734943911,0.116069053979215,0.314,0.376,1,"Not significant",0
"Pclo",0.499872297412173,0.0204388918574776,0.878,0.925,1,"Not significant",0
"Cfap54",0.501813365514188,0.12021202652997,0.154,0.183,1,"Not significant",0
"Zbtb7a",0.502270363379799,0.0233504872773809,0.147,0.172,1,"Not significant",0
"B4galnt4",0.504442883131097,0.290137027972282,0.244,0.224,1,"Not significant",0
"Wdr43",0.505466186947996,0.53912009006449,0.199,0.183,1,"Not significant",0
"Brsk2",0.507034966033321,0.520256811333341,0.179,0.165,1,"Not significant",0
"Hid1",0.507914819731564,0.528378972354788,0.192,0.176,1,"Not significant",0
"Flii",0.507949467352302,0.470291161731481,0.212,0.193,1,"Not significant",0
"Sh3glb2",0.508065696924014,0.405539106982217,0.327,0.33,1,"Not significant",0
"Bcl9l",0.508571924086538,0.0858919533460933,0.109,0.132,1,"Not significant",0
"Srsf6",0.508963240156584,-0.050899889862785,0.103,0.123,1,"Not significant",0
"Srsf5",0.509264174677235,0.0818573429619903,0.404,0.47,1,"Not significant",0
"Slc11a2",0.509411967905748,0.375866901998166,0.192,0.174,1,"Not significant",0
"Cers1",0.509763921906683,-0.172569722697876,0.09,0.108,1,"Not significant",0
"1810030O07Rik",0.510933120547639,0.340041933798596,0.096,0.119,1,"Not significant",0
"Syngr3",0.511576172491859,-0.0647056893878153,0.128,0.15,1,"Not significant",0
"Cpt1c",0.511943848000115,0.424938031342394,0.327,0.328,1,"Not significant",0
"Mpp2",0.512297849586959,0.0417493981028896,0.154,0.182,1,"Not significant",0
"Pdlim7",0.512444923685145,0.257815740914404,0.301,0.284,1,"Not significant",0
"Borcs7",0.51407371270497,-0.112827639005987,0.096,0.116,1,"Not significant",0
"Foxred1",0.514473330522912,0.389672701523196,0.128,0.11,1,"Not significant",0
"Sgsm3",0.515108792926343,0.00720306470078325,0.205,0.237,1,"Not significant",0
"Kif3a",0.515113193716007,0.258380359683944,0.513,0.558,1,"Not significant",0
"Haghl",0.515649362943276,0.478209376124854,0.263,0.253,1,"Not significant",0
"Thoc2",0.515915712735566,0.162845308846407,0.538,0.576,1,"Not significant",0
"Cep112it",0.516977873380104,-0.0532707943255319,0.147,0.174,1,"Not significant",0
"Polg",0.517186824088176,0.173944010467759,0.167,0.145,1,"Not significant",0
"Plp1",0.518351315174027,0.233553499605915,0.128,0.152,1,"Not significant",0
"Nrip2",0.518985761223853,-0.0779328485598008,0.083,0.101,1,"Not significant",0
"Vps9d1",0.519161845644059,0.0321206969051127,0.115,0.138,1,"Not significant",0
"Prr12",0.520083449699885,-0.074435404323574,0.154,0.178,1,"Not significant",0
"Hexdc",0.521296454565619,0.0581585578066359,0.205,0.239,1,"Not significant",0
"Trmu",0.523742647627624,0.0677446066358338,0.128,0.152,1,"Not significant",0
"Arih2",0.526274350546205,0.231524867857238,0.173,0.204,1,"Not significant",0
"Sfswap",0.526606734610068,0.414902249939516,0.429,0.461,1,"Not significant",0
"Kmt2b",0.528306997890731,0.386857685916142,0.269,0.257,1,"Not significant",0
"Set",0.529915115805737,-0.140148245005499,0.109,0.128,1,"Not significant",0
"Poglut1",0.530239398979431,0.0146332701762715,0.115,0.136,1,"Not significant",0
"Ctc1",0.532397222762971,-0.19528979919796,0.096,0.114,1,"Not significant",0
"Sort1",0.533014004202967,0.0185406086350641,0.237,0.272,1,"Not significant",0
"Mia3",0.53551814696442,0.0570973624363258,0.327,0.385,1,"Not significant",0
"Ercc6",0.535534914225557,-0.046767274487872,0.122,0.143,1,"Not significant",0
"Gcn1",0.537293297834673,0.482782105914678,0.346,0.363,1,"Not significant",0
"Chd6",0.538362768364098,0.0307138756908673,0.558,0.677,1,"Not significant",0
"Unc5a",0.53854395979784,0.0341920469248076,0.16,0.185,1,"Not significant",0
"Tra2b",0.538623764158961,0.0988229178212778,0.263,0.299,1,"Not significant",0
"Nrd1",0.540001169456088,0.508971629895541,0.5,0.552,1,"Not significant",0
"Zfp346",0.540157104312428,0.0446609935227928,0.147,0.172,1,"Not significant",0
"Sptan1",0.540201247604133,0.171137755856263,0.622,0.681,1,"Not significant",0
"Cox7c",0.5416233556416,0.00562289472803679,0.122,0.143,1,"Not significant",0
"Atp6v0b",0.542107806120422,0.22404783751451,0.429,0.433,1,"Not significant",0
"Tecpr1",0.542433612505142,0.0457183003058355,0.288,0.328,1,"Not significant",0
"Baz2a",0.54286523136659,0.395501780325394,0.346,0.358,1,"Not significant",0
"Dicer1",0.543622201380515,0.0994534663631723,0.372,0.422,1,"Not significant",0
"mt-Nd5",0.544256542056394,0.0533893136587644,0.128,0.15,1,"Not significant",0
"Klhdc3",0.544976856556167,0.219747700080884,0.103,0.086,1,"Not significant",0
"Mfsd13a",0.544976856556167,0.219747700080884,0.103,0.086,1,"Not significant",0
"Dennd6b",0.546170637589361,0.358910447752509,0.263,0.255,1,"Not significant",0
"Ppox",0.546260564807564,0.509254317275869,0.109,0.094,1,"Not significant",0
"Sipa1l2",0.546653283618311,0.266290286017914,0.083,0.101,1,"Not significant",0
"Kat5",0.547180122798504,0.42619857754831,0.103,0.088,1,"Not significant",0
"Rnf187",0.547776067285817,0.0614856161641515,0.109,0.13,1,"Not significant",0
"Shkbp1",0.548869358118909,0.305904343830599,0.224,0.206,1,"Not significant",0
"Mrpl4",0.550077141585808,0.26865730056183,0.115,0.099,1,"Not significant",0
"Gm41361",0.550759592091465,0.154456239829165,0.154,0.182,1,"Not significant",0
"Cdc42bpa",0.551567572833881,0.0552251374451548,0.577,0.725,1,"Not significant",0
"Zfp318",0.551745121290162,0.108239384863894,0.385,0.466,1,"Not significant",0
"Ss18l1",0.552230279757191,0.308284374682541,0.115,0.138,1,"Not significant",0
"Gga1",0.552299533955847,0.283473297691271,0.263,0.244,1,"Not significant",0
"Nemf",0.552427370645168,0.258566948971412,0.378,0.464,1,"Not significant",0
"Gigyf1",0.5525868062721,0.2981743470377,0.449,0.483,1,"Not significant",0
"Ddx24",0.554425633900395,0.201011137499298,0.494,0.525,1,"Not significant",0
"Hps5",0.556034486169717,-0.00264472125556381,0.147,0.171,1,"Not significant",0
"Ankrd13d",0.556476433895435,0.0735269592298402,0.314,0.36,1,"Not significant",0
"Dzip3",0.55740110968341,0.0555183043025748,0.455,0.552,1,"Not significant",0
"Atp8b2",0.557432530261498,0.502147430781609,0.186,0.172,1,"Not significant",0
"Zfp715",0.558663347493153,0.305904343830599,0.128,0.112,1,"Not significant",0
"Klc2",0.560001237098496,0.154652671858999,0.269,0.316,1,"Not significant",0
"Ptpn11",0.561310690821569,0.0998382363456876,0.224,0.259,1,"Not significant",0
"Kcnip2",0.561642312443642,0.253695032004222,0.16,0.189,1,"Not significant",0
"Ptms",0.562444670400298,0.293748281524661,0.109,0.094,1,"Not significant",0
"Cfl2",0.56389923049967,-0.117287287196687,0.109,0.127,1,"Not significant",0
"Grm4",0.564196721893218,0.622506869581291,0.109,0.095,1,"Not significant",0
"Preb",0.564408967580718,0.0331264097662582,0.314,0.354,1,"Not significant",0
"Nav1",0.56442523151078,0.0833592311649369,0.763,0.877,1,"Not significant",0
"Gmeb1",0.564477477581474,-0.0432867057529096,0.147,0.169,1,"Not significant",0
"Stk25",0.564545350296527,0.132764398486244,0.25,0.292,1,"Not significant",0
"Exosc10",0.564689329589127,0.0271026221384882,0.288,0.325,1,"Not significant",0
"Cadps2",0.56514548046501,-0.117005042249902,0.404,0.372,1,"Not significant",0
"Gdap1l1",0.565165603149509,0.35540279943845,0.135,0.119,1,"Not significant",0
"Ubap1l",0.565655862912525,0.126638295689402,0.333,0.404,1,"Not significant",0
"Psen2",0.56622638004707,0.0472805040761184,0.103,0.121,1,"Not significant",0
"Ebf4",0.566270789141176,0.345278582164743,0.186,0.171,1,"Not significant",0
"Ncbp1",0.567166234885737,0.371750793525934,0.141,0.125,1,"Not significant",0
"Herc1",0.569083507504217,0.0812911384737817,0.75,0.842,1,"Not significant",0
"Trmt1",0.56968293925645,0.077236055613132,0.263,0.308,1,"Not significant",0
"Ppp2r2c",0.569934176880501,0.267576225171499,0.321,0.398,1,"Not significant",0
"Phkg2",0.570697909905215,0.389672701523197,0.301,0.295,1,"Not significant",0
"Rbbp7",0.570851465682755,-0.0134514762121469,0.096,0.114,1,"Not significant",0
"Pmpca",0.571340465868662,0.219747700080884,0.154,0.136,1,"Not significant",0
"Znhit6",0.571519168726026,0.174659810552346,0.167,0.193,1,"Not significant",0
"Sned1",0.571612196879364,0.0809199953835673,0.135,0.154,1,"Not significant",0
"Mier3",0.571976699948412,0.06054910523163,0.096,0.114,1,"Not significant",0
"Fam184a",0.573516117032794,0.3472374352028,0.295,0.286,1,"Not significant",0
"Tctn3",0.573657101663532,0.141745188079611,0.083,0.101,1,"Not significant",0
"Cers4",0.574058043143713,0.258741831696748,0.603,0.725,1,"Not significant",0
"Gpbp1",0.574632118554819,0.154896555730916,0.128,0.15,1,"Not significant",0
"mt-Nd4",0.576229706153746,0.217491726140516,0.436,0.462,1,"Not significant",0
"Eif4g2",0.577149103349795,0.266290286017914,0.218,0.2,1,"Not significant",0
"Mto1",0.577462703153351,0.141745188079611,0.115,0.136,1,"Not significant",0
"Tubgcp3",0.577656758674418,0.112832496164372,0.173,0.2,1,"Not significant",0
"St6galnac5",0.578590561170012,-0.1997911914329,0.308,0.328,1,"Not significant",0
"Gm3764",0.578611435073153,-0.0102579053654392,0.122,0.143,1,"Not significant",0
"Ddx18",0.57922647829044,0.140130532017516,0.205,0.235,1,"Not significant",0
"Taf1a",0.579591812409858,-0.0971094052590566,0.103,0.119,1,"Not significant",0
"Srcap",0.579932500916606,0.171492531473663,0.34,0.407,1,"Not significant",0
"Snhg9",0.580122413245992,0.277463197937172,0.103,0.088,1,"Not significant",0
"Tmem259",0.581442553953348,0.0373709575923151,0.224,0.253,1,"Not significant",0
"Grm7",0.582474873012974,-0.156854333164214,0.827,0.793,1,"Not significant",0
"Etl4",0.583389911461637,-0.184536742901085,0.449,0.484,1,"Not significant",0
"Cnnm3",0.583953557378385,0.287651764582687,0.147,0.132,1,"Not significant",0
"Akap7",0.584469859235051,0.01416356643099,0.179,0.204,1,"Not significant",0
"Npas2",0.586371503695927,-0.00887667496707856,0.135,0.154,1,"Not significant",0
"Ep400",0.586678422202004,0.337104650719043,0.423,0.453,1,"Not significant",0
"Peak1",0.586684616960193,0.33522491750082,0.135,0.119,1,"Not significant",0
"Psd",0.58763532837522,0.26978838258048,0.365,0.369,1,"Not significant",0
"Rnf40",0.589009129976589,0.431251805274596,0.109,0.095,1,"Not significant",0
"Pcm1",0.589345355278118,0.0152089435572347,0.513,0.611,1,"Not significant",0
"Nphp3",0.589527865346823,0.0735269592298402,0.115,0.136,1,"Not significant",0
"Arhgap21",0.593134476806285,0.371330121401394,0.423,0.45,1,"Not significant",0
"Sod2",0.594564602977015,-0.0172914972199654,0.25,0.277,1,"Not significant",0
"Ik",0.595273549056547,0.107637333759347,0.147,0.169,1,"Not significant",0
"Col11a2",0.595315246675917,0.333404481876451,0.115,0.101,1,"Not significant",0
"Cul7",0.596152022534767,0.206808644373386,0.154,0.18,1,"Not significant",0
"Timm44",0.596359348305064,0.407374703256656,0.327,0.332,1,"Not significant",0
"Atp6v1d",0.597993791447341,-0.19528979919796,0.103,0.117,1,"Not significant",0
"Metap2",0.599084040158094,0.369494819585566,0.295,0.295,1,"Not significant",0
"Man2a2",0.599245101670616,0.337584190374742,0.333,0.341,1,"Not significant",0
"Naa25",0.599709806257952,0.00885091758226553,0.179,0.202,1,"Not significant",0
"Rangap1",0.599964330145611,0.521776237530542,0.231,0.224,1,"Not significant",0
"Arhgap23",0.599975523364866,0.245282792188022,0.218,0.259,1,"Not significant",0
"Mapre3",0.600807712067839,0.153474480661718,0.288,0.345,1,"Not significant",0
"Plekhg5",0.601723299198735,0.016214305995752,0.109,0.127,1,"Not significant",0
"Aars",0.603350024460831,-0.136396110144391,0.141,0.158,1,"Not significant",0
"Hnrnph1",0.60557050958125,0.145365503758308,0.276,0.317,1,"Not significant",0
"Uqcrc1",0.606819223044041,0.0457183003058352,0.128,0.147,1,"Not significant",0
"Ncl",0.608301821064395,0.265844114670338,0.199,0.233,1,"Not significant",0
"Psip1",0.608768864026221,0.316916359087882,0.346,0.358,1,"Not significant",0
"Plekhn1",0.609252849520287,0.172441985302528,0.218,0.251,1,"Not significant",0
"Aldoa",0.60998934382142,0.0864811692174197,0.147,0.169,1,"Not significant",0
"Cluh",0.610602233811728,0.586530030752507,0.199,0.193,1,"Not significant",0
"Cox19",0.610709268210077,0.352197996104533,0.103,0.09,1,"Not significant",0
"Ankhd1",0.611407986503356,0.224424187290357,0.353,0.426,1,"Not significant",0
"Mroh1",0.614122075201993,0.404172271218312,0.276,0.277,1,"Not significant",0
"Jak1",0.617361240484884,-0.0102579053654392,0.135,0.152,1,"Not significant",0
"Camkv",0.617734229750355,0.463673282966973,0.25,0.242,1,"Not significant",0
"Anapc5",0.618184317486877,0.316665843356664,0.423,0.448,1,"Not significant",0
"Tcerg1",0.619180912432753,0.296301203382082,0.429,0.466,1,"Not significant",0
"Hsph1",0.619718419537569,0.408192789493995,0.212,0.196,1,"Not significant",0
"Eif2s2",0.61997109731108,0.132764398486244,0.25,0.283,1,"Not significant",0
"Vwa5b2",0.620047947804067,0.0735269592298402,0.308,0.35,1,"Not significant",0
"Colgalt1",0.620485821767861,-0.142822379303824,0.192,0.209,1,"Not significant",0
"Diaph1",0.621046151618605,0.244622368719913,0.167,0.194,1,"Not significant",0
"Scyl1",0.621915523301548,0.219747700080884,0.109,0.095,1,"Not significant",0
"4930581F22Rik",0.622680629755239,0.328272156859053,0.122,0.108,1,"Not significant",0
"Ksr1",0.623867119297011,0.130110487596208,0.122,0.139,1,"Not significant",0
"Kcnc3",0.62386877973271,0.0555183043025747,0.212,0.237,1,"Not significant",0
"Tars2",0.627046989915531,0.0910143859586814,0.122,0.139,1,"Not significant",0
"Begain",0.628086918080928,0.421990421795925,0.301,0.305,1,"Not significant",0
"Clk2",0.628370802204472,0.46767521352447,0.173,0.163,1,"Not significant",0
"Bclaf1",0.629548683438625,0.207081288244723,0.577,0.642,1,"Not significant",0
"Paxx",0.631501145807091,0.219747700080884,0.103,0.09,1,"Not significant",0
"Nfatc2",0.632606358608733,-0.0238093312536063,0.141,0.16,1,"Not significant",0
"Pnmal2",0.633413145174807,-0.0221408968813612,0.205,0.226,1,"Not significant",0
"Airn",0.63349717985067,0.263000898034768,0.256,0.244,1,"Not significant",0
"Dnaja1",0.63351799157965,0.309182783662829,0.276,0.266,1,"Not significant",0
"Sf3b2",0.633902099681524,0.251737814325321,0.321,0.319,1,"Not significant",0
"Rasgrp2",0.635636367080393,0.429201065709834,0.167,0.156,1,"Not significant",0
"Ap3b2",0.635652299455352,0.137285539888911,0.314,0.363,1,"Not significant",0
"Tspan17",0.636539353183937,0.180219335894247,0.154,0.174,1,"Not significant",0
"Txlna",0.638645555970906,0.408781524470901,0.179,0.169,1,"Not significant",0
"Taf1",0.63870948260096,0.224713952974233,0.327,0.382,1,"Not significant",0
"Fah",0.639019393202825,0.339046628453228,0.109,0.097,1,"Not significant",0
"Nsrp1",0.642131532669783,-0.216351414725789,0.096,0.108,1,"Not significant",0
"Ipo5",0.642635069375125,0.00952999269053878,0.09,0.103,1,"Not significant",0
"Smarcc2",0.644150295918827,0.408509343536052,0.378,0.409,1,"Not significant",0
"Slc25a25",0.645696351921758,0.134858802494371,0.103,0.117,1,"Not significant",0
"Cpne7",0.64877776221153,0.371330121401394,0.372,0.387,1,"Not significant",0
"Smc3",0.649907393131984,0.311170727844479,0.276,0.317,1,"Not significant",0
"Unc80",0.651578330512294,0.0640328409467674,0.833,0.884,1,"Not significant",0
"Mpnd",0.652320625027842,0.382477200118993,0.128,0.117,1,"Not significant",0
"Thra",0.652901882778387,0.12021202652997,0.34,0.391,1,"Not significant",0
"Tmem132a",0.654716973862131,0.649987606003398,0.192,0.189,1,"Not significant",0
"Rbmx",0.657278751745382,-0.0102579053654392,0.141,0.158,1,"Not significant",0
"Puf60",0.657303616171631,0.233961559300585,0.147,0.171,1,"Not significant",0
"Pcf11",0.657719186262536,0.0830113632891445,0.25,0.281,1,"Not significant",0
"Ccdc25",0.658046700588511,-0.219136541152327,0.09,0.101,1,"Not significant",0
"Cntnap5c",0.658260673118689,-0.0814218346396808,0.301,0.33,1,"Not significant",0
"Rgs11",0.658280259819572,-0.286437687256155,0.141,0.152,1,"Not significant",0
"Usp7",0.659876584513106,0.265733905355064,0.314,0.365,1,"Not significant",0
"Casp8ap2",0.661003490447659,0.389672701523197,0.135,0.123,1,"Not significant",0
"Ganab",0.66121552356482,-0.0403151392216192,0.147,0.163,1,"Not significant",0
"Svop",0.662893738961819,0.258741831696748,0.474,0.607,1,"Not significant",0
"Rps8",0.665526314833701,0.0822441763309496,0.147,0.165,1,"Not significant",0
"Smg7",0.667134357273989,0.16360462204335,0.186,0.211,1,"Not significant",0
"Vcp",0.667703235701656,0.149044708737682,0.295,0.33,1,"Not significant",0
"Acad9",0.668116726651402,0.524602281609305,0.122,0.112,1,"Not significant",0
"Syt3",0.669447274246241,0.314384574218959,0.205,0.194,1,"Not significant",0
"C330007P06Rik",0.67029218947382,-0.00264472125556381,0.096,0.108,1,"Not significant",0
"Cuedc1",0.670612995220944,0.226006690552566,0.333,0.336,1,"Not significant",0
"Mta1",0.673348405787626,0.398717841126203,0.179,0.172,1,"Not significant",0
"Arfip2",0.673610754419354,0.145747118637107,0.09,0.103,1,"Not significant",0
"Arhgef2",0.674043728406077,0.448016687754001,0.186,0.18,1,"Not significant",0
"Flna",0.674173655969204,0.374075846472178,0.205,0.194,1,"Not significant",0
"Knop1",0.675235335213042,0.219747700080884,0.154,0.174,1,"Not significant",0
"Numa1",0.676292842731386,0.310895588139079,0.327,0.389,1,"Not significant",0
"Inpp5a",0.676932369023433,-0.0432867057529098,0.192,0.211,1,"Not significant",0
"Kcnh2",0.677052030072438,0.0803446434154673,0.109,0.123,1,"Not significant",0
"Eid1",0.677059891291964,0.0919921528825114,0.09,0.103,1,"Not significant",0
"Flot1",0.677642069668294,0.00562289472803679,0.128,0.143,1,"Not significant",0
"Tmem94",0.678799253498718,0.265551389694009,0.16,0.149,1,"Not significant",0
"Dpp3",0.679869779157133,-0.102180394806478,0.09,0.101,1,"Not significant",0
"Cul1",0.680000022089113,0.117385982451206,0.295,0.327,1,"Not significant",0
"Sidt2",0.68004209921597,0.381498770077496,0.199,0.191,1,"Not significant",0
"2310033P09Rik",0.680509224599934,-0.154647814700614,0.103,0.114,1,"Not significant",0
"Ppip5k1",0.681860576028932,0.136025874183381,0.365,0.42,1,"Not significant",0
"Map1s",0.682293284174143,0.456786897381734,0.16,0.15,1,"Not significant",0
"Nop14",0.682483658099429,0.376848661165613,0.16,0.183,1,"Not significant",0
"Ypel4",0.683540381004383,0.00447971317781759,0.147,0.163,1,"Not significant",0
"Hip1r",0.684775612481583,0.129549891109306,0.179,0.165,1,"Not significant",0
"Rrp1b",0.684905617894589,0.0834262288681038,0.186,0.207,1,"Not significant",0
"Ryr3",0.685629130280702,0.0201471436176786,0.635,0.668,1,"Not significant",0
"Sgta",0.686892058371755,-0.0603602191118511,0.147,0.161,1,"Not significant",0
"Mbp",0.687843189155614,0.241774006410883,0.173,0.196,1,"Not significant",0
"Slc12a9",0.688307092987525,-0.232764504616623,0.109,0.119,1,"Not significant",0
"Zgpat",0.688779313438322,0.314384574218959,0.109,0.099,1,"Not significant",0
"Camta2",0.691165630158803,0.26865730056183,0.199,0.189,1,"Not significant",0
"Pias4",0.69400697610939,-0.098613779786286,0.154,0.167,1,"Not significant",0
"Zfp664",0.694642867295433,0.257222405499547,0.167,0.189,1,"Not significant",0
"Mthfsd",0.697242147192466,-0.0253647977556475,0.09,0.101,1,"Not significant",0
"Cse1l",0.697802428428681,0.201369170766029,0.122,0.138,1,"Not significant",0
"Cep164",0.697924091670644,0.403261766271152,0.397,0.44,1,"Not significant",0
"Slc38a1",0.698666123802852,0.514754495652958,0.41,0.439,1,"Not significant",0
"Rasal1",0.698902622813471,0.46767521352447,0.16,0.152,1,"Not significant",0
"Tfe3",0.699879600735828,0.0271026221384885,0.115,0.128,1,"Not significant",0
"Xpo5",0.701824822103832,0.154456239829165,0.167,0.185,1,"Not significant",0
"Ndor1",0.702849358957526,0.0994534663631721,0.109,0.123,1,"Not significant",0
"Pdzd2",0.705524922167467,-0.220824891305097,0.128,0.141,1,"Not significant",0
"Pitpnm3",0.706891944394938,0.230016035534711,0.199,0.224,1,"Not significant",0
"Tbc1d17",0.709364033132659,0.446256229889564,0.167,0.16,1,"Not significant",0
"Kcnd3",0.710332856908522,0.332958310528875,0.423,0.477,1,"Not significant",0
"Oscp1",0.71228042150851,0.137285539888911,0.16,0.18,1,"Not significant",0
"Stx1b",0.712576964328251,0.444307958100042,0.16,0.154,1,"Not significant",0
"Sv2c",0.713500874011709,0.160854011027316,0.173,0.16,1,"Not significant",0
"Ltbp4",0.713932527515081,0.230016035534711,0.192,0.218,1,"Not significant",0
"Zfp512b",0.714178243172515,0.0153892015746979,0.224,0.242,1,"Not significant",0
"Ltbp3",0.714251011698013,0.0622064230944039,0.244,0.264,1,"Not significant",0
"Emsy",0.714516542884722,0.147597914325049,0.263,0.297,1,"Not significant",0
"Kif1b",0.715415664662317,0.125565261024176,0.718,0.857,1,"Not significant",0
"Tmem91",0.71614829098865,0.27419548410326,0.417,0.433,1,"Not significant",0
"Crocc",0.716403195658535,0.206691547255438,0.385,0.446,1,"Not significant",0
"Flt3",0.716544156271681,0.371750793525934,0.141,0.132,1,"Not significant",0
"Dnajc1",0.716578827378758,0.29164061856267,0.365,0.383,1,"Not significant",0
"Pxn",0.717170351437853,0.679179318718182,0.128,0.121,1,"Not significant",0
"Cep170b",0.718218731141092,-0.0134514762121469,0.103,0.114,1,"Not significant",0
"Usp9x",0.718966633253245,0.197888266117145,0.442,0.517,1,"Not significant",0
"Ccdc174",0.719261431735341,0.266290286017914,0.212,0.204,1,"Not significant",0
"Man2c1",0.722368186629461,0.152633504222347,0.199,0.218,1,"Not significant",0
"Rhbdl3",0.72239377452641,0.685411272429696,0.103,0.095,1,"Not significant",0
"Rnpepl1",0.722538089948894,0.360610235920734,0.186,0.18,1,"Not significant",0
"Fam160b1",0.722554278779384,0.0063440619716908,0.122,0.134,1,"Not significant",0
"Aspscr1",0.723027426025047,0.317044901435799,0.205,0.2,1,"Not significant",0
"Nucb1",0.724309915978202,-0.0154687616131475,0.173,0.187,1,"Not significant",0
"Thrap3",0.725057742013402,0.184813909971497,0.288,0.328,1,"Not significant",0
"Plxnb2",0.725907229179609,0.308752706139629,0.179,0.174,1,"Not significant",0
"Reep2",0.726283512358004,0.33522491750082,0.192,0.183,1,"Not significant",0
"Trim28",0.728992823739396,0.054688453810388,0.115,0.127,1,"Not significant",0
"Mettl1",0.729833288231803,-0.19528979919796,0.115,0.125,1,"Not significant",0
"Adck5",0.730713736368225,0.176678978188998,0.122,0.112,1,"Not significant",0
"Capn15",0.730963281013082,0.0244914086819501,0.314,0.343,1,"Not significant",0
"Ggnbp2",0.732584671826496,0.0489470111817082,0.429,0.483,1,"Not significant",0
"Efnb3",0.733574317203023,0.202674186721943,0.128,0.143,1,"Not significant",0
"Fbrs",0.734053818411463,-0.0292798477590308,0.128,0.139,1,"Not significant",0
"Dnajb2",0.736281884814458,0.0233504872773809,0.154,0.167,1,"Not significant",0
"Hivep1",0.736735534201349,-0.00264472125556381,0.115,0.127,1,"Not significant",0
"Whamm",0.737201562067994,0.371750793525934,0.218,0.22,1,"Not significant",0
"Nfasc",0.741580187790715,0.125896359421629,0.679,0.767,1,"Not significant",0
